Catalogue Code,Reference Number,URL
bkat,4815,https://ircabritt.nuigalway.ie/handlist/catalogue/152
bkat,4848,https://ircabritt.nuigalway.ie/handlist/catalogue/154
bkat,4866,https://ircabritt.nuigalway.ie/handlist/catalogue/155
bkat,4890,https://ircabritt.nuigalway.ie/handlist/catalogue/157
bkat,4912,https://ircabritt.nuigalway.ie/handlist/catalogue/158
bkat,4928,https://ircabritt.nuigalway.ie/handlist/catalogue/159
bkat,4950,https://ircabritt.nuigalway.ie/handlist/catalogue/160
bkat,4958,https://ircabritt.nuigalway.ie/handlist/catalogue/161
bkat,4959,https://ircabritt.nuigalway.ie/handlist/catalogue/162
bkat,4983,https://ircabritt.nuigalway.ie/handlist/catalogue/163
bkat,4984,https://ircabritt.nuigalway.ie/handlist/catalogue/164
bkat,5025,https://ircabritt.nuigalway.ie/handlist/catalogue/166
bkat,5092,https://ircabritt.nuigalway.ie/handlist/catalogue/168
bkat,5103,https://ircabritt.nuigalway.ie/handlist/catalogue/170
bkat,5156,https://ircabritt.nuigalway.ie/handlist/catalogue/172
bkat,5162,https://ircabritt.nuigalway.ie/handlist/catalogue/173
bkat,5166,https://ircabritt.nuigalway.ie/handlist/catalogue/174
bkat,5172,https://ircabritt.nuigalway.ie/handlist/catalogue/175
bkat,5248,https://ircabritt.nuigalway.ie/handlist/catalogue/182
bkat,5291,https://ircabritt.nuigalway.ie/handlist/catalogue/184
bkat,5409,https://ircabritt.nuigalway.ie/handlist/catalogue/210
bkat,5846,https://ircabritt.nuigalway.ie/handlist/catalogue/209
bkat,6113,https://ircabritt.nuigalway.ie/handlist/catalogue/215
bkat,6131,https://ircabritt.nuigalway.ie/handlist/catalogue/216
bkat,6140,https://ircabritt.nuigalway.ie/handlist/catalogue/217
bkat,6395,https://ircabritt.nuigalway.ie/handlist/catalogue/220
bkat,6411,https://ircabritt.nuigalway.ie/handlist/catalogue/185
bkat,6608,https://ircabritt.nuigalway.ie/handlist/catalogue/189
bkat,6631,https://ircabritt.nuigalway.ie/handlist/catalogue/191
bkat,6652,https://ircabritt.nuigalway.ie/handlist/catalogue/192
bkat,6685,https://ircabritt.nuigalway.ie/handlist/catalogue/194
bkat,6690,https://ircabritt.nuigalway.ie/handlist/catalogue/196
bkat,6700,https://ircabritt.nuigalway.ie/handlist/catalogue/197
bkat,6773,https://ircabritt.nuigalway.ie/handlist/catalogue/203
bkat,6857,https://ircabritt.nuigalway.ie/handlist/catalogue/204
bkat,6877,https://ircabritt.nuigalway.ie/handlist/catalogue/206
bkat,6893,https://ircabritt.nuigalway.ie/handlist/catalogue/207
bkat,6975,https://ircabritt.nuigalway.ie/handlist/catalogue/222
bkat,7432,https://ircabritt.nuigalway.ie/handlist/catalogue/224
bkat,7500,https://ircabritt.nuigalway.ie/handlist/catalogue/225
bkat,1442a,https://ircabritt.nuigalway.ie/handlist/catalogue/214
bkat,551a,https://ircabritt.nuigalway.ie/handlist/catalogue/22
bkat,68,https://ircabritt.nuigalway.ie/handlist/catalogue/9
bkat,69,https://ircabritt.nuigalway.ie/handlist/catalogue/9
cla,1572a,https://ircabritt.nuigalway.ie/handlist/catalogue/214
cla,1572b,https://ircabritt.nuigalway.ie/handlist/catalogue/214
cla,741,https://ircabritt.nuigalway.ie/handlist/catalogue/30
cla,568,https://ircabritt.nuigalway.ie/handlist/catalogue/22
cla,**568,https://ircabritt.nuigalway.ie/handlist/catalogue/22
