cla,CLA,"E. A. Lowe, Codices Latini Antiquiores, 12 vols (Oxford, 1934–1971)"
bkat,"Bischoff, Katalog","B. Bischoff, Katalog der festländischen Handschriften des neunten Jahrhunderts, 3 vols (Wiesbaden, 1998–2014)"
